Id,Model,Price,Age_08_04,Mfg_Year,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,1998,146197,86,1300,3,5,69,1015
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,1998,145996,110,1600,4,5,69,1035
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,1998,143560,86,1300,3,5,69,1045
1083,TOYOTA Corolla 2.0 DSL ,7950,71,1998,139145,73,2000,2,5,185,1115
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,1998,138500,86,1300,5,5,69,1050
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,1998,137741,90,2000,5,5,185,1135
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,1998,137178,90,2000,5,5,185,1135
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,1998,134889,72,2000,3,5,185,1115
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,1998,134660,72,2000,5,5,64,1135
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,1998,134539,110,1600,5,5,85,1070
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,1998,131500,72,2000,5,5,185,1140
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,1998,131307,110,1600,3,5,69,1050
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,1998,130025,110,1600,3,5,69,1050
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,1998,130000,86,1300,5,5,19,1015
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,1998,128960,110,1600,5,5,85,1070
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,1998,128351,110,1600,5,5,85,1070
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,1998,128006,110,1600,3,5,69,1050
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,1998,127159,72,2000,3,5,185,1115
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,1998,126478,110,1600,4,5,69,1035
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,1998,126000,110,1600,5,5,69,1050
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,1998,125778,110,1600,3,5,69,1050
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,1998,125400,110,1600,3,5,69,1050
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,1998,124910,72,2000,5,5,185,1135
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,1998,124743,110,1600,3,5,69,1050
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,1998,124591,110,1600,5,5,85,1075
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,1998,124057,110,1600,3,5,69,1050
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,1998,123403,110,1600,3,5,69,1050
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,1998,123104,110,1600,5,5,85,1070
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,1998,123077,86,1300,3,5,69,1015
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,1998,122820,86,1300,5,5,69,1040
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,1998,122290,110,1600,3,5,69,1050
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,1998,121900,110,1600,4,5,69,1035
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,1998,121545,110,1600,5,5,85,1070
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,1998,120474,72,2000,3,5,185,1115
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,1998,120263,72,2000,5,5,64,1135
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,1998,120196,110,1600,3,5,69,1050
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,1998,120000,110,1600,5,5,85,1085
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,1998,120000,110,1600,5,5,85,1075
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,1998,115877,110,1600,4,5,69,1035
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,1998,115345,110,1600,5,5,85,1070
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,1998,115157,110,1600,3,5,69,1050
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,1998,115000,107,1600,5,5,85,1100
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,1998,114258,86,1300,5,5,69,1050
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,1998,112963,72,2000,5,5,185,1135
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,1998,112307,110,1600,5,5,85,1070
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,1998,112000,86,1300,3,5,69,1015
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,1998,111602,86,1300,3,5,69,1015
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,1998,111392,110,1598,3,5,197,1083
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,1998,110901,110,1600,5,5,85,1085
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1998,110887,110,1600,3,5,85,1055
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,1998,110634,86,1300,3,5,69,1015
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,1998,110000,110,1600,4,5,69,1035
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,1998,109540,110,1600,5,5,85,1085
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,1998,109263,110,1600,5,5,85,1070
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,1998,107516,110,1600,3,5,69,1050
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,1998,107108,110,1600,3,5,69,1050
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,1998,107000,110,1600,3,5,69,1050
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,1998,106250,110,1600,5,5,85,1070
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,1998,106150,86,1300,3,5,19,1015
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,1998,106108,110,1600,3,5,69,1050
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,1998,105856,86,1300,3,5,69,1015
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,1998,105152,86,1300,3,5,69,1015
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,1998,105135,110,1600,3,5,69,1050
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,1998,104344,110,1600,3,5,69,1050
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,1998,104150,110,1600,3,5,69,1050
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,1998,104000,86,1300,3,5,69,1010
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,1998,103121,86,1300,5,5,69,1035
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,1998,102300,86,1300,3,5,69,1015
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,1998,102005,107,1600,5,5,85,1105
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,1998,102000,86,1300,3,5,69,1015
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,1998,101855,110,1600,5,5,85,1070
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,1998,101773,110,1600,3,5,69,1050
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,1998,101159,110,1600,5,5,85,1085
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,1998,101000,86,1300,3,5,19,1015
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,1998,100732,86,1300,4,5,69,1030
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,1998,100719,110,1600,5,5,85,1070
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,1998,100487,110,1600,4,5,69,1035
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,1998,100458,110,1600,5,5,85,1085
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,1998,100192,110,1600,3,5,69,1050
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,1998,100123,110,1600,3,5,69,1050
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,1998,99971,110,1600,3,5,69,1050
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,1998,99397,86,1300,5,5,69,1035
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,1998,99374,86,1300,5,5,69,1035
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,1998,99245,110,1600,5,5,19,1114
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,1998,98742,110,1600,5,5,85,1085
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,1998,98154,110,1600,3,5,69,1050
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,1998,98000,110,1600,5,5,19,1065
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,1998,97548,86,1300,5,5,69,1035
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,1998,97534,110,1600,5,5,85,1070
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,1998,97494,110,1600,5,5,85,1085
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,1998,97085,110,1600,5,5,85,1085
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,1998,97000,110,1600,4,5,69,1035
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,1998,96302,86,1300,3,5,69,1015
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,1998,96000,86,1300,3,5,69,1015
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,1998,96000,110,1600,5,5,85,1085
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,1998,95909,110,1600,5,5,85,1070
1177,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,1998,95700,110,1600,5,5,85,1085
1178,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,1998,95651,110,1600,5,5,85,1070
1179,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,1998,95000,86,1300,5,5,69,1035
1180,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1998,94447,110,1600,3,5,69,1050
1181,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,1998,94079,110,1600,5,5,85,1085
1182,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,1998,93841,110,1600,5,5,85,1070
1183,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,1998,93090,86,1300,5,5,69,1035
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,1998,93066,110,1600,5,5,85,1075
1185,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,1998,93039,110,1600,3,5,69,1050
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,1998,93000,110,1600,5,5,85,1075
1187,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,1998,92830,86,1300,3,5,69,1015
1189,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,1998,92255,107,1600,5,5,85,1105
1190,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,1998,92096,86,1300,5,5,69,1035
1191,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,1998,91921,86,1300,3,5,69,1020
1192,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,1998,91900,86,1300,3,5,69,1015
1193,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,1998,91399,110,1600,5,5,85,1070
1194,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,1998,91082,110,1600,3,5,69,1050
1195,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,1998,90370,86,1300,5,5,69,1035
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,1998,90345,86,1300,5,5,69,1035
1197,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,1998,90305,86,1300,3,5,69,1015
1198,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,1998,90011,86,1300,3,5,69,1045
1199,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,1998,90000,86,1300,3,5,69,1015
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,1998,89983,110,1600,3,5,85,1055
1201,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,1998,89953,110,1600,5,5,19,1114
1202,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,1998,89800,72,2000,3,5,185,1115
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,1998,89739,86,1300,5,5,69,1035
1204,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,1998,89520,110,1600,3,5,69,1050
1205,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,1998,89507,86,1300,3,5,69,1015
1206,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,1998,89096,110,1600,5,5,85,1085
1207,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,1998,88700,110,1600,3,5,69,1050
1208,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,1998,88500,110,1600,5,5,85,1075
1209,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,1998,88186,72,2000,3,5,185,1115
1210,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,1998,88000,110,1600,3,5,69,1050
1211,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,1998,87743,110,1600,3,5,85,1055
1212,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,1998,87613,86,1300,3,5,69,1015
1213,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,1998,87358,110,1600,3,5,69,1050
1214,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,1998,87083,110,1600,4,5,69,1035
1215,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,1998,87000,110,1600,4,5,69,1035
1216,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,1998,87000,110,1600,4,5,69,1035
1217,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,1998,87000,86,1300,3,5,69,1015
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1998,87000,86,1300,3,5,69,1015
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,1998,86860,110,1600,5,5,85,1075
1220,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,1998,86109,110,1600,3,5,85,1055
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,1998,86000,86,1300,5,5,69,1040
1222,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,1998,86000,110,1600,3,5,19,1050
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,1998,85864,72,2000,5,5,185,1135
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,1998,85565,110,1600,5,5,85,1070
1225,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,1998,85470,107,1600,3,5,85,1080
1226,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,1998,85200,110,1600,3,5,69,1050
1227,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,1998,85000,110,1600,3,5,85,1055
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,1998,84988,110,1600,3,5,69,1050
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,1998,84966,110,1600,5,5,85,1070
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,1998,84472,110,1600,5,5,85,1070
1231,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,1998,84402,110,1600,4,5,69,1035
1232,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,1998,84123,110,1600,3,5,69,1050
1233,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,1998,84000,110,1600,5,5,85,1075
1234,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,1998,84000,110,1600,5,5,19,1065
1235,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,1998,84000,110,1600,5,5,85,1085
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,1998,83850,110,1600,3,5,85,1055
1237,TOYOTA Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,1998,83540,110,1600,5,5,85,1070
1238,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,1998,83405,110,1600,5,5,85,1070
1239,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,1998,83291,110,1600,5,5,85,1070
1240,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,1998,83133,86,1300,3,5,69,1015
1241,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,1998,83047,86,1300,3,5,69,1045
1242,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,1998,82700,110,1600,3,5,69,1050
1243,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,1998,82675,86,1300,3,5,69,1015
1244,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,1998,82595,86,1300,3,5,19,1015
1245,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,1998,82256,110,1600,3,5,69,1050
1246,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,1998,82103,86,1300,3,5,69,1015
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,1998,82021,86,1300,5,5,69,1035
1248,TOYOTA Corolla 1.6 Linea Luna 4/5-Doors,8950,71,1998,82000,110,1600,5,5,85,1075
1249,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,1998,81988,110,1600,5,5,85,1070
1250,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,1998,81930,110,1600,5,5,85,1070
1251,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,1998,81663,110,1600,3,5,69,1050
1252,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,1998,80486,110,1600,5,5,85,1070
1253,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,1998,80000,110,1600,4,5,19,1065
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,1998,79000,86,1300,3,5,69,1015
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,1998,78894,110,1600,5,5,85,1070
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,1998,78689,110,1600,4,5,69,1035
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,1998,78435,86,1300,3,5,69,1015
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,1998,78260,110,1600,3,5,69,1050
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,1998,78120,110,1600,5,5,85,1075
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,1998,77000,86,1300,3,5,19,1015
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,1998,77000,110,1600,3,5,69,1050
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,1998,76382,110,1600,3,5,85,1055
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,1998,76268,86,1300,3,5,69,1015
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,1998,76151,86,1300,3,5,69,1015
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,1998,76000,110,1600,3,5,69,1050
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,1998,76000,110,1600,5,5,85,1070
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,1998,75840,86,1300,5,5,69,1035
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,1998,75799,110,1600,3,5,19,1050
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,1998,75525,110,1600,3,5,19,1114
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,1998,75323,86,1300,5,5,69,1050
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,79,1998,75322,110,1600,4,5,85,1115
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,1998,75226,110,1600,4,5,69,1035
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,1998,75085,86,1300,5,5,69,1035
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,1998,75000,110,1600,5,5,85,1075
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,1998,75000,86,1300,4,5,69,1000
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,1998,75000,86,1300,4,5,69,1000
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,1998,74926,110,1600,5,5,85,1075
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,1998,74785,110,1600,5,5,85,1070
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,1998,74573,110,1600,5,5,85,1085
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,1998,74567,86,1300,3,5,19,1015
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,1998,74196,110,1600,5,5,85,1075
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1998,74151,110,1600,3,5,69,1050
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,1998,74096,110,1600,3,5,69,1050
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,1998,74093,110,1600,5,5,85,1075
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,1998,74000,110,1600,3,5,69,1050
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,1998,74000,86,1300,3,5,69,1015
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,1998,73638,86,1300,4,5,19,1015
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,1998,73460,110,1600,5,5,85,1070
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,1998,73200,110,1600,5,5,85,1070
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,1998,73116,110,1600,5,5,85,1075
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,1998,73014,110,1600,5,5,85,1075
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,1998,72703,110,1600,3,5,69,1050
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,1998,72328,110,1600,5,5,85,1075
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,1998,72222,110,1600,5,5,85,1070
